Asset sticker,Req/PO/Ticket No.,Serial No.,Date ordered,Type,Ordered By,Assigned email,Staff ID,Department,Date assigned,Date returned,e-wasted? Y/N,Cost
UOM001122,fZ-06690,ap28928Gl,8/11/2020,Tablet,Henry Moore,jack.anderson@unimelb.edu.au,9503,Social Work,25/11/2024,18/03/2025,N,631.22
UOM001123,au-19311,uh99261zF,26/05/2020,Desktop,David Brown,bob.smith@unimelb.edu.au,5312,Nursing,7/11/2021,18/03/2022,Y,1267.65
UOM001124,Qd-09941,DP10387Dk,21/11/2022,Phone,Frank Miller,emma.jones@unimelb.edu.au,8089,Social Work,26/11/2022,7/11/2024,N,658.69
UOM001125,pM-41544,lH41073xY,19/01/2022,Laptop,Bob Smith,jack.anderson@unimelb.edu.au,9503,Social Work,25/03/2023,,N,2081.18
UOM001126,br-08442,XZ64417Fb,6/03/2023,Laptop,Carol Williams,carol.williams@unimelb.edu.au,6271,SHS,13/11/2023,6/03/2024,Y,1566.07
UOM001127,nd-68886,TR78417PS,5/06/2022,Tablet,David Brown,jack.anderson@unimelb.edu.au,9503,SHS,14/08/2023,4/09/2023,Y,854.13
UOM001128,lm-59707,Jp95538at,9/03/2023,Laptop,Carol Williams,frank.miller@unimelb.edu.au,3991,DOVS,8/11/2024,,N,2819.9
UOM001129,FK-16752,JF69635Vt,20/10/2022,Monitor,Bob Smith,carol.williams@unimelb.edu.au,6271,SHS,14/09/2024,,N,327.1
UOM001130,tP-86186,lT04796Xl,26/09/2023,Tablet,Jack Anderson,carol.williams@unimelb.edu.au,6271,Physio,26/03/2025,15/04/2025,N,850.96
UOM001131,Ga-16147,br91114nF,25/03/2025,Phone,Alice Johnson,henry.moore@unimelb.edu.au,6300,DOVS,18/04/2025,,N,420.96
UOM001132,MK-92505,Kc85614ua,2/10/2021,Tablet,Alice Johnson,jack.anderson@unimelb.edu.au,9503,SHS,10/09/2022,,N,662.02
UOM001133,HP-37608,Ss55044Qi,31/10/2024,Laptop,Bob Smith,grace.wilson@unimelb.edu.au,8826,Social Work,31/03/2025,5/05/2025,N,1121.48
UOM001134,qd-94092,bs19509av,6/06/2023,Laptop,Grace Wilson,ivy.taylor@unimelb.edu.au,1354,Physio,1/09/2024,,N,1073.19
UOM001135,tY-42130,lZ06557dr,14/08/2024,Monitor,Carol Williams,carol.williams@unimelb.edu.au,6271,Social Work,11/02/2025,24/04/2025,N,165.22
UOM001136,nZ-10352,uU39277as,19/02/2021,Printer,Jack Anderson,david.brown@unimelb.edu.au,5741,Physio,11/03/2021,22/04/2025,N,450.84
UOM001137,os-52978,IT08387lz,30/06/2024,Desktop,Alice Johnson,carol.williams@unimelb.edu.au,6271,Social Work,22/07/2024,,N,2122.29
UOM001138,ka-75465,Nl50383vx,20/10/2024,Printer,Carol Williams,jack.anderson@unimelb.edu.au,9503,Social Work,7/01/2025,5/03/2025,N,1035.17
UOM001139,QK-55950,KD91098Nq,13/10/2024,Server,Henry Moore,ivy.taylor@unimelb.edu.au,1354,DOVS,2/02/2025,25/02/2025,N,7662.4
UOM001140,Lo-56881,zw08588QL,4/05/2023,Desktop,Jack Anderson,henry.moore@unimelb.edu.au,6300,Social Work,3/12/2023,20/09/2024,N,936.81
UOM001141,uM-01796,kw77869jB,24/04/2024,Monitor,Ivy Taylor,grace.wilson@unimelb.edu.au,8826,DOVS,5/11/2024,,N,487.01
UOM001142,kI-98909,yN43384mj,7/07/2022,Server,David Brown,carol.williams@unimelb.edu.au,6271,Social Work,20/12/2023,,N,2757.85
UOM001143,YV-14663,Kp84139FI,14/08/2021,Phone,Frank Miller,bob.smith@unimelb.edu.au,5312,Physio,23/02/2025,31/03/2025,N,683.72
UOM001144,vc-90741,zr81374GL,15/12/2021,Laptop,Bob Smith,carol.williams@unimelb.edu.au,6271,Physio,13/06/2023,,N,2652.28
UOM001145,KQ-26911,Qt64624EQ,26/06/2022,Tablet,David Brown,bob.smith@unimelb.edu.au,5312,Social Work,25/06/2023,,N,744.92
UOM001146,HR-64888,Uv16070qR,8/02/2022,Monitor,Alice Johnson,david.brown@unimelb.edu.au,5741,Physio,22/04/2025,24/04/2025,N,210.84
UOM001147,gA-52373,TF31183LP,28/12/2022,Desktop,Jack Anderson,frank.miller@unimelb.edu.au,3991,Physio,2/05/2024,,N,1283.34
UOM001148,IS-17326,sP09724aL,24/10/2020,Laptop,Carol Williams,bob.smith@unimelb.edu.au,5312,SHS,28/02/2021,21/02/2025,N,1631.89
UOM001149,Ed-30967,Px61504Rx,19/02/2023,Tablet,Alice Johnson,alice.johnson@unimelb.edu.au,2417,Nursing,9/03/2025,,N,770.99
UOM001150,fK-91618,wq72823Vs,23/05/2021,Desktop,Alice Johnson,grace.wilson@unimelb.edu.au,8826,DOVS,17/08/2024,17/03/2025,N,1631.52
UOM001151,LM-76760,Tr51911Aj,27/04/2025,Server,David Brown,alice.johnson@unimelb.edu.au,2417,Nursing,28/04/2025,3/05/2025,N,8920.66
UOM001152,cV-37961,tu01808yt,7/05/2023,Printer,Alice Johnson,carol.williams@unimelb.edu.au,6271,SHS,7/09/2023,11/03/2025,N,612.93
UOM001153,KA-76234,nq91912UH,21/07/2020,Desktop,Grace Wilson,carol.williams@unimelb.edu.au,6271,SHS,20/09/2020,,N,2246.99
UOM001154,FK-19745,zw56646bR,19/06/2022,Phone,Bob Smith,grace.wilson@unimelb.edu.au,8826,Physio,16/08/2024,18/12/2024,N,404.64
UOM001155,EW-06221,Qf25788ig,31/07/2021,Printer,Henry Moore,alice.johnson@unimelb.edu.au,2417,Social Work,24/12/2021,12/06/2024,N,1153.27
UOM001156,PN-57483,VD83655va,25/07/2023,Laptop,David Brown,henry.moore@unimelb.edu.au,6300,Social Work,8/02/2025,,N,1380.88
UOM001157,Am-94238,uZ13204yJ,16/01/2022,Tablet,Emma Jones,david.brown@unimelb.edu.au,5741,Social Work,13/08/2024,28/09/2024,N,1062.68
UOM001158,bW-07761,Wk72161yv,19/07/2022,Monitor,Alice Johnson,carol.williams@unimelb.edu.au,6271,Social Work,8/10/2023,9/02/2024,Y,154.99
UOM001159,UJ-12340,mj10045jJ,5/11/2023,Phone,Henry Moore,frank.miller@unimelb.edu.au,3991,SHS,29/01/2025,,N,567.98
UOM001160,xz-36981,gD20308gT,14/08/2021,Printer,Henry Moore,henry.moore@unimelb.edu.au,6300,DOVS,28/09/2022,19/05/2024,N,1338.02
UOM001161,aB-00080,Ck41607jr,4/02/2025,Phone,David Brown,ivy.taylor@unimelb.edu.au,1354,Social Work,8/03/2025,25/04/2025,N,780.32
UOM001162,ZU-18897,zh98013UU,10/07/2023,Server,Grace Wilson,henry.moore@unimelb.edu.au,6300,Social Work,14/04/2024,2/09/2024,N,3468.55
UOM001163,dC-92502,Zq48563uW,31/10/2021,Monitor,Ivy Taylor,carol.williams@unimelb.edu.au,6271,Nursing,8/12/2021,21/03/2023,Y,481.82
UOM001164,oN-41678,sn89198wv,25/05/2020,Phone,Ivy Taylor,bob.smith@unimelb.edu.au,5312,DOVS,14/12/2021,22/05/2022,Y,222.42
UOM001165,Or-56749,lV12901SA,17/07/2020,Laptop,Emma Jones,frank.miller@unimelb.edu.au,3991,Nursing,21/04/2024,19/11/2024,N,2330.99
UOM001166,GZ-65104,Ar23945YH,26/01/2023,Laptop,David Brown,carol.williams@unimelb.edu.au,6271,Physio,26/02/2023,,N,2554.58
UOM001167,sb-15979,sX69864yc,23/05/2020,Phone,Bob Smith,jack.anderson@unimelb.edu.au,9503,Physio,15/06/2023,14/07/2023,Y,209.09
UOM001168,vr-61769,sd94407af,28/06/2020,Tablet,Alice Johnson,jack.anderson@unimelb.edu.au,9503,Social Work,5/07/2022,23/11/2023,Y,586.98
UOM001169,NB-98740,cX06716WS,8/08/2021,Server,Emma Jones,frank.miller@unimelb.edu.au,3991,Physio,7/07/2023,9/12/2024,N,6543.41
UOM001170,ZV-83823,oz45212lm,11/06/2023,Laptop,Emma Jones,david.brown@unimelb.edu.au,5741,SHS,26/08/2024,,N,1966.41
UOM001171,Lu-97373,eV06621Dw,27/12/2022,Laptop,Henry Moore,alice.johnson@unimelb.edu.au,2417,Physio,21/01/2024,8/05/2025,N,1006.85
UOM001172,ar-72352,XC28120Uh,3/12/2023,Monitor,Carol Williams,david.brown@unimelb.edu.au,5741,Nursing,1/05/2024,,N,538.86
UOM001173,SO-19752,NX81997aQ,15/11/2021,Phone,Ivy Taylor,carol.williams@unimelb.edu.au,6271,Social Work,5/01/2024,,N,736.24
UOM001174,cw-50669,CE64363iE,19/05/2023,Server,Bob Smith,ivy.taylor@unimelb.edu.au,1354,Nursing,9/01/2025,14/05/2025,N,6013.22
UOM001175,WJ-21604,De57062fX,8/05/2022,Server,Frank Miller,jack.anderson@unimelb.edu.au,9503,Social Work,5/06/2023,7/02/2024,Y,9195.02
UOM001176,tX-31393,XH53828nv,11/02/2024,Tablet,Frank Miller,ivy.taylor@unimelb.edu.au,1354,Social Work,1/10/2024,,N,1115.06
UOM001177,jX-40018,XI45544Hw,15/02/2025,Printer,Bob Smith,jack.anderson@unimelb.edu.au,9503,SHS,5/04/2025,14/05/2025,N,737.35
UOM001178,bd-26302,PL04341Jr,25/01/2023,Server,Grace Wilson,bob.smith@unimelb.edu.au,5312,SHS,3/04/2025,2/05/2025,N,8072.84
UOM001179,Kp-60754,zc24368YS,26/10/2022,Server,Grace Wilson,david.brown@unimelb.edu.au,5741,SHS,30/07/2024,8/02/2025,N,5960.48
UOM001180,Xs-36454,jo98221nK,26/02/2021,Printer,Henry Moore,ivy.taylor@unimelb.edu.au,1354,Social Work,8/11/2023,15/03/2025,N,651.31
UOM001181,EN-83629,iI46363Bu,29/10/2022,Desktop,Alice Johnson,henry.moore@unimelb.edu.au,6300,Social Work,16/08/2023,,N,1173.75
UOM001182,lw-02547,Br58113nl,6/07/2022,Phone,Bob Smith,emma.jones@unimelb.edu.au,8089,Nursing,8/03/2024,,N,630.41
UOM001183,KM-84949,Ho99639Ug,17/07/2020,Printer,Emma Jones,david.brown@unimelb.edu.au,5741,SHS,5/11/2022,13/12/2024,N,1122.16
UOM001184,DH-86090,nR86174Tx,15/06/2024,Desktop,Ivy Taylor,bob.smith@unimelb.edu.au,5312,Physio,8/01/2025,8/04/2025,N,858.57
UOM001185,BG-44703,sH11241HV,28/05/2021,Laptop,Frank Miller,bob.smith@unimelb.edu.au,5312,Physio,17/01/2022,7/09/2022,Y,2407.16
UOM001186,Lh-44622,fQ50056dO,12/05/2022,Printer,Carol Williams,ivy.taylor@unimelb.edu.au,1354,SHS,18/05/2022,,N,1481.83
UOM001187,aK-88198,PE83718Qr,11/02/2021,Server,Alice Johnson,david.brown@unimelb.edu.au,5741,Physio,9/03/2024,12/04/2025,N,4481.89
UOM001188,jF-22564,KB50895TD,31/03/2022,Server,Carol Williams,ivy.taylor@unimelb.edu.au,1354,Physio,27/01/2023,5/03/2024,Y,8557.41
UOM001189,IX-24500,Ml06540DM,10/06/2024,Phone,Henry Moore,ivy.taylor@unimelb.edu.au,1354,SHS,27/10/2024,13/05/2025,N,716.74
UOM001190,Kj-90971,Mx44809PO,16/07/2021,Monitor,Frank Miller,david.brown@unimelb.edu.au,5741,DOVS,9/09/2024,,N,212.29
UOM001191,Jn-94793,Ek58836iy,18/10/2020,Monitor,Grace Wilson,jack.anderson@unimelb.edu.au,9503,DOVS,4/01/2023,7/05/2025,N,194.11
UOM001192,aX-96057,Hb27424bh,20/07/2022,Laptop,Henry Moore,ivy.taylor@unimelb.edu.au,1354,Physio,31/05/2024,,N,1961.17
UOM001193,EJ-12772,BI56809Ye,13/12/2024,Tablet,Frank Miller,henry.moore@unimelb.edu.au,6300,Nursing,3/02/2025,27/04/2025,N,336.04
UOM001194,RM-39713,TL32312fM,14/03/2023,Desktop,Carol Williams,david.brown@unimelb.edu.au,5741,Physio,27/07/2024,,N,1491.79
UOM001195,HT-35209,jk50329Qv,16/09/2022,Server,Alice Johnson,grace.wilson@unimelb.edu.au,8826,SHS,30/12/2024,17/04/2025,N,9207.26
UOM001196,nG-17632,dY27853CU,15/01/2021,Tablet,Grace Wilson,alice.johnson@unimelb.edu.au,2417,DOVS,2/09/2022,21/03/2023,Y,1021.21
UOM001197,ug-99873,BZ01640Yw,15/05/2022,Printer,Alice Johnson,jack.anderson@unimelb.edu.au,9503,SHS,11/05/2023,,N,633.72
UOM001198,uF-36609,HR79581rX,26/08/2023,Printer,Ivy Taylor,ivy.taylor@unimelb.edu.au,1354,SHS,22/08/2024,7/05/2025,N,139
UOM001199,rY-45339,ts03734Ar,1/08/2024,Tablet,Emma Jones,alice.johnson@unimelb.edu.au,2417,DOVS,8/09/2024,27/12/2024,N,482.29
UOM001200,nA-17078,Gn57296eb,18/01/2025,Printer,Frank Miller,alice.johnson@unimelb.edu.au,2417,SHS,4/02/2025,22/02/2025,N,830.15
UOM001201,De-38298,ye00396KT,5/02/2025,Laptop,Henry Moore,henry.moore@unimelb.edu.au,6300,Nursing,22/03/2025,28/03/2025,N,1547.75
UOM001202,yq-78698,vJ19462nR,29/04/2021,Laptop,Alice Johnson,alice.johnson@unimelb.edu.au,2417,Nursing,12/08/2023,,N,1996.04
UOM001203,kR-20252,xf63222eL,10/06/2020,Printer,David Brown,henry.moore@unimelb.edu.au,6300,SHS,23/03/2022,8/02/2025,N,521.63
UOM001204,DM-73276,Th63484yU,23/02/2023,Laptop,Henry Moore,grace.wilson@unimelb.edu.au,8826,Physio,27/09/2023,2/10/2023,Y,2869.15
UOM001205,Qw-95551,tv12269bt,24/09/2020,Laptop,Frank Miller,ivy.taylor@unimelb.edu.au,1354,SHS,21/09/2022,,N,1430.12
UOM001206,AA-56368,ny20482JP,16/12/2023,Laptop,Frank Miller,jack.anderson@unimelb.edu.au,9503,Physio,25/09/2024,7/12/2024,N,2968.46
UOM001207,aG-11926,in88320Gr,13/07/2023,Server,Emma Jones,david.brown@unimelb.edu.au,5741,SHS,5/12/2023,,N,2656.63
UOM001208,ck-81204,GB64785jN,4/11/2021,Monitor,Alice Johnson,david.brown@unimelb.edu.au,5741,Nursing,21/09/2023,14/02/2025,N,371.62
UOM001209,kp-63955,ho13182ld,16/06/2024,Phone,Emma Jones,david.brown@unimelb.edu.au,5741,SHS,24/06/2024,15/12/2024,N,538.24
UOM001210,Vi-51346,oE49663Ow,6/12/2024,Laptop,Ivy Taylor,emma.jones@unimelb.edu.au,8089,DOVS,9/02/2025,12/02/2025,N,2384.95
UOM001211,dd-88325,rz62970HE,8/12/2024,Laptop,Carol Williams,emma.jones@unimelb.edu.au,8089,DOVS,18/04/2025,,N,2392.18
UOM001212,Ds-29129,Wy74134SI,16/10/2020,Laptop,Grace Wilson,emma.jones@unimelb.edu.au,8089,Nursing,1/02/2025,,N,2807.42
UOM001213,ye-23584,uk57535wf,4/02/2022,Laptop,Bob Smith,alice.johnson@unimelb.edu.au,2417,Nursing,15/07/2023,23/10/2023,Y,2513
UOM001214,IL-11990,aT22125Mn,11/10/2020,Phone,Carol Williams,emma.jones@unimelb.edu.au,8089,Nursing,25/12/2024,,N,986.92
UOM001215,NL-01529,eU76827hX,6/03/2023,Laptop,Frank Miller,frank.miller@unimelb.edu.au,3991,Nursing,18/07/2024,27/01/2025,N,1322.23
UOM001216,sQ-03002,fk73999ia,19/11/2020,Laptop,Alice Johnson,ivy.taylor@unimelb.edu.au,1354,Nursing,2/04/2024,16/02/2025,N,2809.65
UOM001217,nE-81604,dL61236DD,24/11/2021,Monitor,Emma Jones,bob.smith@unimelb.edu.au,5312,DOVS,17/04/2022,20/01/2024,Y,319.82
UOM001218,ut-38743,XU35696AR,15/07/2022,Laptop,Ivy Taylor,ivy.taylor@unimelb.edu.au,1354,Nursing,24/11/2023,30/05/2024,N,1548.96
UOM001219,xS-08561,bV40142vB,5/02/2023,Laptop,Emma Jones,emma.jones@unimelb.edu.au,8089,Social Work,1/10/2023,16/08/2024,N,1029.27
UOM001220,gy-52306,Yi99152JZ,9/03/2023,Laptop,Carol Williams,bob.smith@unimelb.edu.au,5312,Nursing,14/03/2025,,N,2145.39
UOM001221,Ds-67141,mQ83354LN,9/03/2022,Server,David Brown,bob.smith@unimelb.edu.au,5312,SHS,6/05/2022,23/03/2023,Y,4024.88
UOM001222,tj-75851,hZ19529kM,27/08/2024,Monitor,Alice Johnson,grace.wilson@unimelb.edu.au,8826,DOVS,10/03/2025,4/05/2025,N,244.08
UOM001223,NB-48141,EI76493tB,11/12/2020,Server,Carol Williams,jack.anderson@unimelb.edu.au,9503,Social Work,16/11/2023,20/12/2024,N,6015.07
UOM001224,GO-89845,kq12651us,19/04/2025,Laptop,Jack Anderson,frank.miller@unimelb.edu.au,3991,Physio,5/05/2025,,N,2082.57
UOM001225,mb-59387,kU01278so,9/11/2021,Phone,Jack Anderson,jack.anderson@unimelb.edu.au,9503,Nursing,5/04/2022,29/07/2022,Y,334.14
UOM001226,Iv-54196,Dt97253wR,22/03/2025,Desktop,Emma Jones,jack.anderson@unimelb.edu.au,9503,Nursing,13/05/2025,,N,2173.08
UOM001227,ZN-62130,dL02597bb,29/10/2022,Laptop,David Brown,frank.miller@unimelb.edu.au,3991,Nursing,7/08/2024,,N,2763.22
UOM001228,cY-74945,KK67863eq,28/02/2023,Monitor,Jack Anderson,david.brown@unimelb.edu.au,5741,SHS,13/09/2023,6/06/2024,N,594.83
UOM001229,lI-15111,fQ45735rd,18/05/2021,Laptop,Grace Wilson,frank.miller@unimelb.edu.au,3991,Physio,15/04/2024,17/04/2024,Y,2244.1
UOM001230,Qm-79098,tN36790OU,28/01/2021,Laptop,Bob Smith,emma.jones@unimelb.edu.au,8089,Nursing,6/05/2023,5/06/2024,N,1102.52
UOM001231,hW-65486,ev81153bX,6/12/2023,Tablet,Henry Moore,david.brown@unimelb.edu.au,5741,SHS,13/02/2025,24/02/2025,N,623.23
UOM001232,Sz-98760,Pq15540bL,14/10/2024,Server,Bob Smith,grace.wilson@unimelb.edu.au,8826,Social Work,23/02/2025,,N,8503.01
UOM001233,Fn-39972,Lg53861Ii,10/05/2023,Printer,David Brown,ivy.taylor@unimelb.edu.au,1354,Nursing,7/12/2024,,N,1360.52
UOM001234,WC-15315,ik31869AL,10/03/2024,Monitor,David Brown,jack.anderson@unimelb.edu.au,9503,SHS,21/11/2024,10/12/2024,N,648.83
UOM001235,SD-67236,Ei11163Yz,15/09/2024,Desktop,Emma Jones,david.brown@unimelb.edu.au,5741,Social Work,14/10/2024,22/03/2025,N,1392.77
UOM001236,UM-70158,PA64994Ke,19/11/2023,Tablet,Alice Johnson,grace.wilson@unimelb.edu.au,8826,SHS,13/03/2024,11/07/2024,N,343.53
UOM001237,vp-32063,fQ91556dE,10/10/2021,Laptop,Alice Johnson,frank.miller@unimelb.edu.au,3991,DOVS,17/09/2023,2/01/2024,Y,2987.19
UOM001238,PV-30261,ew33105Xl,28/06/2020,Tablet,Carol Williams,alice.johnson@unimelb.edu.au,2417,DOVS,5/10/2024,14/01/2025,N,734.66
UOM001239,pZ-95410,JL03600jv,9/02/2021,Printer,Bob Smith,ivy.taylor@unimelb.edu.au,1354,Nursing,12/02/2025,26/02/2025,N,1205.5
UOM001240,Bg-76067,Gh29070qO,23/02/2022,Laptop,Frank Miller,bob.smith@unimelb.edu.au,5312,Physio,15/10/2022,23/05/2023,Y,1834.44
UOM001241,XG-65350,uY46345ug,5/04/2022,Printer,Henry Moore,frank.miller@unimelb.edu.au,3991,Physio,12/01/2024,22/03/2025,N,1227.13
UOM001242,Sv-93524,ua32532Eb,21/10/2020,Printer,Frank Miller,grace.wilson@unimelb.edu.au,8826,Physio,29/08/2022,23/03/2023,Y,130.42
UOM001243,Gr-68966,ZO24791HY,7/05/2022,Monitor,Alice Johnson,david.brown@unimelb.edu.au,5741,Nursing,13/09/2022,20/07/2023,Y,579.48
UOM001244,Jr-67093,Tw66210JJ,17/10/2021,Monitor,Henry Moore,emma.jones@unimelb.edu.au,8089,Physio,23/03/2022,,N,268.02
UOM001245,ZP-35727,Mf96654NS,20/09/2023,Phone,Alice Johnson,ivy.taylor@unimelb.edu.au,1354,Physio,10/01/2024,7/04/2025,N,561.78
UOM001246,Qo-51851,Kt06882jh,7/10/2022,Tablet,Carol Williams,jack.anderson@unimelb.edu.au,9503,SHS,8/05/2024,,N,512.08
UOM001247,Za-67996,ye74815XS,17/06/2022,Printer,Grace Wilson,jack.anderson@unimelb.edu.au,9503,Nursing,22/04/2023,,N,922.46
UOM001248,UB-96162,kX75648nV,28/06/2022,Laptop,Ivy Taylor,henry.moore@unimelb.edu.au,6300,Nursing,1/10/2024,24/02/2025,N,1381.83
UOM001249,Nh-43563,sS60824mi,8/07/2023,Server,Frank Miller,alice.johnson@unimelb.edu.au,2417,Nursing,4/10/2023,24/12/2023,Y,8985.65
UOM001250,je-35091,Cg02273WF,15/05/2024,Laptop,Frank Miller,bob.smith@unimelb.edu.au,5312,SHS,25/10/2024,12/12/2024,N,2157.2
UOM001251,GH-50967,cM37232zB,6/05/2025,Tablet,David Brown,bob.smith@unimelb.edu.au,5312,DOVS,13/05/2025,16/05/2025,N,342.73
UOM001252,Tm-23819,GM30948uz,17/10/2021,Server,Ivy Taylor,carol.williams@unimelb.edu.au,6271,Nursing,16/02/2024,21/05/2024,N,6328.45
UOM001253,yR-79735,vh82825Li,29/04/2024,Laptop,Jack Anderson,henry.moore@unimelb.edu.au,6300,Nursing,15/05/2024,22/11/2024,N,2664.81
UOM001254,Bx-34816,VR85701lv,30/11/2023,Printer,Henry Moore,bob.smith@unimelb.edu.au,5312,Physio,6/05/2025,,N,1040.12
UOM001255,di-56982,hq72540dw,28/04/2025,Laptop,Bob Smith,alice.johnson@unimelb.edu.au,2417,Nursing,3/05/2025,3/05/2025,N,2224.2
UOM001256,xw-43236,Fw12512gW,28/05/2024,Printer,Jack Anderson,henry.moore@unimelb.edu.au,6300,DOVS,12/01/2025,8/02/2025,N,678.98
UOM001257,jF-40756,zg17583om,26/03/2023,Server,Henry Moore,henry.moore@unimelb.edu.au,6300,Social Work,23/08/2023,,N,9628.87
UOM001258,tn-85758,lb25426dc,19/02/2023,Tablet,Frank Miller,frank.miller@unimelb.edu.au,3991,Social Work,2/03/2025,,N,600.64
UOM001259,bQ-19029,yl02095UN,10/10/2020,Monitor,Frank Miller,jack.anderson@unimelb.edu.au,9503,DOVS,18/01/2022,,N,423.18
UOM001260,UQ-75450,tN37387nU,19/10/2021,Desktop,Ivy Taylor,bob.smith@unimelb.edu.au,5312,SHS,29/09/2023,,N,1814.69
UOM001261,VS-70005,TC54768Qt,1/01/2025,Phone,Ivy Taylor,emma.jones@unimelb.edu.au,8089,SHS,4/03/2025,19/04/2025,N,716.89
UOM001262,oo-59234,Ui57412un,5/03/2022,Desktop,Bob Smith,jack.anderson@unimelb.edu.au,9503,Physio,17/10/2024,,N,1841.39
UOM001263,xl-88775,yj45487Ri,21/01/2025,Phone,Bob Smith,bob.smith@unimelb.edu.au,5312,Nursing,21/03/2025,6/04/2025,N,501.51
UOM001264,pt-71261,wg32320sj,8/10/2022,Desktop,Jack Anderson,david.brown@unimelb.edu.au,5741,Physio,23/05/2024,7/03/2025,N,2251.95
UOM001265,Ep-85520,ac23834NW,5/01/2024,Phone,Carol Williams,grace.wilson@unimelb.edu.au,8826,DOVS,5/01/2025,22/01/2025,N,778.44
UOM001266,wy-99846,ty87310Ms,28/06/2022,Server,Ivy Taylor,grace.wilson@unimelb.edu.au,8826,Nursing,24/10/2023,13/05/2025,N,4946.59
UOM001267,iP-06480,yw05951aU,20/05/2022,Phone,Ivy Taylor,emma.jones@unimelb.edu.au,8089,SHS,18/04/2025,9/05/2025,N,863.37
UOM001268,Mr-51604,zj77183Ya,17/08/2021,Desktop,Frank Miller,henry.moore@unimelb.edu.au,6300,Social Work,1/11/2024,28/11/2024,N,2406.93
UOM001269,tI-79481,Ng14536dL,2/04/2023,Monitor,Emma Jones,grace.wilson@unimelb.edu.au,8826,Nursing,22/04/2025,9/05/2025,N,507.6
UOM001270,rA-85428,iQ02580ls,8/01/2024,Laptop,Emma Jones,carol.williams@unimelb.edu.au,6271,SHS,14/04/2025,13/05/2025,N,1478.9
UOM001271,SP-13966,ih93470ue,17/12/2024,Desktop,Frank Miller,frank.miller@unimelb.edu.au,3991,Nursing,11/02/2025,,N,1116.89
UOM001272,NJ-28413,VK09469uK,16/01/2025,Laptop,Alice Johnson,grace.wilson@unimelb.edu.au,8826,DOVS,15/03/2025,21/03/2025,N,1601.92
UOM001273,tD-80825,qw94312se,20/04/2022,Server,Alice Johnson,alice.johnson@unimelb.edu.au,2417,SHS,18/11/2023,25/08/2024,N,7694.95
UOM001274,xg-21691,hD66020zv,11/05/2023,Printer,Bob Smith,emma.jones@unimelb.edu.au,8089,Physio,3/11/2024,18/04/2025,N,1051.98
UOM001275,Rq-79443,or19585Ft,11/12/2022,Printer,David Brown,alice.johnson@unimelb.edu.au,2417,Social Work,25/07/2023,29/03/2024,Y,821.73
UOM001276,cR-44813,nQ47694Ye,12/10/2020,Monitor,Frank Miller,henry.moore@unimelb.edu.au,6300,Nursing,8/08/2023,,N,529.12
UOM001277,qa-49526,wk97243dZ,22/11/2021,Phone,Bob Smith,grace.wilson@unimelb.edu.au,8826,Nursing,23/11/2023,4/02/2025,N,561.81
UOM001278,Bd-88867,dr41666Hd,17/10/2024,Monitor,Emma Jones,jack.anderson@unimelb.edu.au,9503,SHS,30/04/2025,2/05/2025,N,278.59
UOM001279,By-48539,mn46919tN,16/05/2025,Tablet,Grace Wilson,frank.miller@unimelb.edu.au,3991,Physio,16/05/2025,16/05/2025,N,1158.31
UOM001280,SA-75703,CU65607AL,17/12/2021,Tablet,Grace Wilson,jack.anderson@unimelb.edu.au,9503,DOVS,26/09/2024,,N,502.79
UOM001281,RP-14743,wA24335XB,30/03/2023,Server,Emma Jones,henry.moore@unimelb.edu.au,6300,Physio,23/11/2023,19/12/2023,Y,7684.04
UOM001282,ki-62145,mq17748DS,3/06/2022,Tablet,Alice Johnson,frank.miller@unimelb.edu.au,3991,Social Work,20/11/2024,18/02/2025,N,777.41
UOM001283,CF-82650,YY29309us,16/10/2023,Printer,Ivy Taylor,emma.jones@unimelb.edu.au,8089,SHS,10/09/2024,,N,123.49
UOM001284,hU-61245,IZ73445yZ,9/08/2024,Tablet,Ivy Taylor,henry.moore@unimelb.edu.au,6300,Social Work,6/04/2025,4/05/2025,N,408.1
UOM001285,JM-12779,Gm62338TM,31/05/2023,Phone,Henry Moore,grace.wilson@unimelb.edu.au,8826,Nursing,15/08/2024,,N,630.17
UOM001286,OP-33221,yL66324kf,21/11/2023,Monitor,Henry Moore,emma.jones@unimelb.edu.au,8089,DOVS,31/12/2024,,N,688.02
UOM001287,RG-17145,jZ66827lX,8/03/2023,Desktop,David Brown,david.brown@unimelb.edu.au,5741,DOVS,10/06/2023,18/10/2023,Y,1084.79
UOM001288,Un-29865,sv60525Qc,10/06/2020,Tablet,Bob Smith,grace.wilson@unimelb.edu.au,8826,SHS,7/09/2022,12/07/2023,Y,1135.41
UOM001289,OG-93649,mO53574ki,15/09/2020,Tablet,Grace Wilson,alice.johnson@unimelb.edu.au,2417,DOVS,20/10/2020,11/01/2022,Y,752.09
UOM001290,iK-60830,Dr69022CF,30/08/2022,Phone,Ivy Taylor,grace.wilson@unimelb.edu.au,8826,Nursing,12/04/2025,8/05/2025,N,490.29
UOM001291,Yz-71105,dx38395rC,3/04/2022,Server,Henry Moore,jack.anderson@unimelb.edu.au,9503,Social Work,11/09/2024,,N,9057.45
UOM001292,Ha-83527,VU18756LH,4/04/2023,Tablet,Jack Anderson,jack.anderson@unimelb.edu.au,9503,Physio,13/05/2025,,N,658.97
